SalesOrderID,OrderDate,DueDate,SalesOrderNumber,PurchaseOrderNumber,AccountNumber,CustomerID
65072,2014-01-27 00:00:00,2014-02-08 00:00:00,SO65072,,10-4030-026083,26083
65073,2014-01-27 00:00:00,2014-02-08 00:00:00,SO65073,,10-4030-024688,24688
65074,2014-01-27 00:00:00,2014-02-08 00:00:00,SO65074,,10-4030-024761,24761
65075,2014-01-27 00:00:00,2014-02-08 00:00:00,SO65075,,10-4030-026320,26320
65076,2014-01-27 00:00:00,2014-02-08 00:00:00,SO65076,,10-4030-023135,23135
65077,2014-01-27 00:00:00,2014-02-08 00:00:00,SO65077,,10-4030-020685,20685
65078,2014-01-27 00:00:00,2014-02-08 00:00:00,SO65078,,10-4030-020693,20693
65079,2014-01-27 00:00:00,2014-02-08 00:00:00,SO65079,,10-4030-020701,20701
65080,2014-01-27 00:00:00,2014-02-08 00:00:00,SO65080,,10-4030-017666,17666
65081,2014-01-27 00:00:00,2014-02-08 00:00:00,SO65081,,10-4030-020846,20846
65082,2014-01-27 00:00:00,2014-02-08 00:00:00,SO65082,,10-4030-027928,27928
65083,2014-01-27 00:00:00,2014-02-08 00:00:00,SO65083,,10-4030-024104,24104
65084,2014-01-27 00:00:00,2014-02-08 00:00:00,SO65084,,10-4030-023961,23961
65085,2014-01-27 00:00:00,2014-02-08 00:00:00,SO65085,,10-4030-022603,22603
65086,2014-01-27 00:00:00,2014-02-08 00:00:00,SO65086,,10-4030-027781,27781
65087,2014-01-27 00:00:00,2014-02-08 00:00:00,SO65087,,10-4030-011986,11986
65088,2014-01-27 00:00:00,2014-02-08 00:00:00,SO65088,,10-4030-029090,29090
65089,2014-01-28 00:00:00,2014-02-10 00:00:00,SO65089,PO986112457,10-4020-000518,30079
65090,2014-01-28 00:00:00,2014-02-10 00:00:00,SO65090,PO5481126157,10-4020-000014,29812
65091,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65091,,10-4030-014221,14221
65092,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65092,,10-4030-026034,26034
65093,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65093,,10-4030-023087,23087
65094,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65094,,10-4030-018712,18712
65095,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65095,,10-4030-024208,24208
65096,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65096,,10-4030-013551,13551
65097,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65097,,10-4030-013691,13691
65098,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65098,,10-4030-013687,13687
65099,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65099,,10-4030-011838,11838
65100,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65100,,10-4030-011648,11648
65101,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65101,,10-4030-011190,11190
65102,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65102,,10-4030-011505,11505
65103,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65103,,10-4030-011632,11632
65104,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65104,,10-4030-011283,11283
65105,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65105,,10-4030-027505,27505
65106,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65106,,10-4030-026471,26471
65107,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65107,,10-4030-025933,25933
65108,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65108,,10-4030-024511,24511
65109,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65109,,10-4030-011769,11769
65110,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65110,,10-4030-023025,23025
65111,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65111,,10-4030-020643,20643
65112,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65112,,10-4030-019020,19020
65113,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65113,,10-4030-016856,16856
65114,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65114,,10-4030-016064,16064
65115,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65115,,10-4030-013835,13835
65116,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65116,,10-4030-015608,15608
65117,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65117,,10-4030-020593,20593
65118,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65118,,10-4030-018636,18636
65119,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65119,,10-4030-027337,27337
65120,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65120,,10-4030-026408,26408
65121,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65121,,10-4030-022815,22815
65122,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65122,,10-4030-026871,26871
65123,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65123,,10-4030-023236,23236
65124,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65124,,10-4030-011182,11182
65125,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65125,,10-4030-011524,11524
65126,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65126,,10-4030-012528,12528
65127,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65127,,10-4030-012138,12138
65128,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65128,,10-4030-013582,13582
65129,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65129,,10-4030-012465,12465
65130,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65130,,10-4030-011544,11544
65131,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65131,,10-4030-019780,19780
65132,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65132,,10-4030-015303,15303
65133,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65133,,10-4030-016011,16011
65134,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65134,,10-4030-028513,28513
65135,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65135,,10-4030-011351,11351
65136,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65136,,10-4030-028697,28697
65137,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65137,,10-4030-025600,25600
65138,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65138,,10-4030-020429,20429
65139,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65139,,10-4030-020284,20284
65140,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65140,,10-4030-025250,25250
65141,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65141,,10-4030-025271,25271
65142,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65142,,10-4030-021167,21167
65143,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65143,,10-4030-011998,11998
65144,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65144,,10-4030-014210,14210
65145,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65145,,10-4030-026511,26511
65146,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65146,,10-4030-026338,26338
65147,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65147,,10-4030-026326,26326
65148,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65148,,10-4030-020706,20706
65149,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65149,,10-4030-018134,18134
65150,2014-01-28 00:00:00,2014-02-09 00:00:00,SO65150,,10-4030-011360,11360
65151,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65151,PO19952180240,10-4020-000106,30072
65152,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65152,PO20213135029,10-4020-000216,29592
65153,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65153,PO19894114601,10-4020-000557,29501
65154,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65154,PO19604162014,10-4020-000340,30113
65155,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65155,PO19633122185,10-4020-000149,29579
65156,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65156,PO19401176373,10-4020-000173,29714
65157,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65157,PO19372154832,10-4020-000582,29485
65158,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65158,PO19285194632,10-4020-000448,29736
65159,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65159,PO19169187435,10-4020-000272,29622
65160,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65160,PO19343172976,10-4020-000024,29957
65161,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65161,PO18763178124,10-4020-000059,29799
65162,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65162,PO18531115306,10-4020-000613,30037
65163,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65163,PO18502160930,10-4020-000154,29629
65164,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65164,PO18299114573,10-4020-000118,29950
65165,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65165,PO18241154115,10-4020-000477,29762
65166,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65166,PO17835116706,10-4020-000551,29494
65167,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65167,PO18125182344,10-4020-000311,29696
65168,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65168,PO18038110078,10-4020-000509,29496
65169,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65169,PO17516119401,10-4020-000630,29840
65170,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65170,PO17487113942,10-4020-000692,29709
65171,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65171,PO17690122097,10-4020-000047,29803
65172,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65172,PO17371161505,10-4020-000688,29821
65173,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65173,PO17545119578,10-4020-000155,29639
65174,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65174,PO17574133893,10-4020-000678,29722
65175,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65175,PO17139119772,10-4020-000644,30105
65176,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65176,PO17052135284,10-4020-000420,29660
65177,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65177,PO16501143019,10-4020-000142,29796
65178,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65178,PO16994175277,10-4020-000306,29528
65179,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65179,PO16530198575,10-4020-000601,30033
65180,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65180,PO16182138917,10-4020-000023,29809
65181,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65181,PO16124172494,10-4020-000649,29975
65182,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65182,PO16385138124,10-4020-000249,30097
65183,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65183,PO16269127603,10-4020-000624,29842
65184,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65184,PO16153178099,10-4020-000186,29653
65185,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65185,PO14906159435,10-4020-000424,29576
65186,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65186,PO15109127505,10-4020-000049,29933
65187,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65187,PO14935166058,10-4020-000443,29603
65188,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65188,PO14790112162,10-4020-000497,29499
65189,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65189,PO14761195376,10-4020-000408,29557
65190,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65190,PO14645159972,10-4020-000483,29760
65191,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65191,PO14703119228,10-4020-000573,29488
65192,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65192,PO14210179506,10-4020-000030,29959
65193,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65193,PO13021128161,10-4020-000276,30089
65194,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65194,PO12325153918,10-4020-000053,29801
65195,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65195,PO12354156814,10-4020-000197,29891
65196,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65196,PO12151176532,10-4020-000195,29652
65197,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65197,PO10933157173,10-4020-000407,29527
65198,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65198,PO11165196805,10-4020-000586,30029
65199,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65199,PO870111351,10-4020-000621,29843
65200,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65200,PO841148607,10-4020-000254,29559
65201,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65201,PO1131187961,10-4020-000536,29917
65202,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65202,PO1073154434,10-4020-000284,29687
65203,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65203,PO1160175245,10-4020-000038,29806
65204,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65204,PO986138308,10-4020-000518,30079
65205,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65205,PO1624179472,10-4020-000579,29486
65206,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65206,PO1798192797,10-4020-000010,29770
65207,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65207,PO1537156240,10-4020-000611,29563
65208,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65208,PO1450163231,10-4020-000571,29856
65209,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65209,PO2697179473,10-4020-000187,29938
65210,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65210,PO2813181442,10-4020-000090,29707
65211,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65211,PO3277163623,10-4020-000604,30034
65212,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65212,PO20097166965,10-4020-000128,30064
65213,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65213,PO15486173227,10-4020-000121,29951
65214,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65214,PO13050131387,10-4020-000160,29644
65215,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65215,PO14268111398,10-4020-000418,29651
65216,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65216,PO14239135307,10-4020-000550,30007
65217,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65217,PO17951130230,10-4020-000637,29971
65218,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65218,PO15544112763,10-4020-000282,30087
65219,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65219,PO17226160510,10-4020-000561,29508
65220,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65220,PO15457146892,10-4020-000297,29534
65221,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65221,PO15341198427,10-4020-000327,30118
65222,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65222,PO12180176229,10-4020-000303,29529
65223,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65223,PO15805168198,10-4020-000382,29902
65224,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65224,PO10353176854,10-4020-000088,29922
65225,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65225,PO14152135696,10-4020-000037,29775
65226,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65226,PO15515186601,10-4020-000481,30043
65227,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65227,PO13804162682,10-4020-000202,29943
65228,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65228,PO11397130924,10-4020-000176,29552
65229,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65229,PO11977163025,10-4020-000675,29721
65230,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65230,PO14065183787,10-4020-000379,29903
65231,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65231,PO12905179680,10-4020-000228,29881
65232,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65232,PO9715132845,10-4020-000490,30046
65233,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65233,PO13137177240,10-4020-000445,29735
65234,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65234,PO10411160249,10-4020-000182,29550
65235,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65235,PO10962154595,10-4020-000685,29822
65236,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65236,PO9483140017,10-4020-000054,29966
65237,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65237,PO11455137092,10-4020-000072,29701
65238,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65238,PO10875188169,10-4020-000281,29625
65239,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65239,PO13717153710,10-4020-000473,29897
65240,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65240,PO14877131396,10-4020-000172,29711
65241,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65241,PO9396172185,10-4020-000267,30092
65242,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65242,PO14297142992,10-4020-000627,29841
65243,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65243,PO11194174051,10-4020-000048,29964
65244,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65244,PO12992138491,10-4020-000295,30027
65245,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65245,PO9628129233,10-4020-000179,29551
65246,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65246,PO9744127225,10-4020-000098,29678
65247,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65247,PO13630112328,10-4020-000640,29972
65248,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65248,PO9599164617,10-4020-000170,29715
65249,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65249,PO9222183651,10-4020-000171,29572
65250,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65250,PO11774180512,10-4020-000682,29823
65251,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65251,PO11107110635,10-4020-000156,29577
65252,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65252,PO12470159616,10-4020-000672,29720
65253,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65253,PO12673115345,10-4020-000499,30049
65254,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65254,PO10295110382,10-4020-000322,30019
65255,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65255,PO7482156945,10-4020-000163,29645
65256,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65256,PO7946121062,10-4020-000438,29531
65257,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65257,PO7685190459,10-4020-000539,29916
65258,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65258,PO13543123789,10-4020-000293,29690
65259,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65259,PO9251144255,10-4020-000351,29514
65260,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65260,PO11310179402,10-4020-000212,29887
65261,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65261,PO4785146431,10-4020-000223,29877
65262,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65262,PO8352189306,10-4020-000636,29838
65263,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65263,PO7395113656,10-4020-000542,29915
65264,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65264,PO12818156002,10-4020-000587,29750
65265,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65265,PO6989151561,10-4020-000699,29729
65266,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65266,PO3944164136,10-4020-000112,29948
65267,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65267,PO6003119397,10-4020-000428,29878
65268,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65268,PO9309127032,10-4020-000055,29931
65269,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65269,PO4640162431,10-4020-000648,29834
65270,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65270,PO7192196898,10-4020-000020,29810
65271,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65271,PO8468172113,10-4020-000016,29546
65272,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65272,PO9106157142,10-4020-000602,29642
65273,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65273,PO8033173482,10-4020-000015,29628
65274,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65274,PO3451164725,10-4020-000051,29965
65275,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65275,PO4031163164,10-4020-000555,29512
65276,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65276,PO4756117294,10-4020-000126,29669
65277,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65277,PO3973124151,10-4020-000201,29553
65278,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65278,PO5017152408,10-4020-000308,29695
65279,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65279,PO4582197027,10-4020-000025,29568
65280,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65280,PO4814116369,10-4020-000464,30082
65281,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65281,PO4118143390,10-4020-000454,29738
65282,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65282,PO5713156786,10-4020-000052,29932
65283,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65283,PO4089118931,10-4020-000368,29685
65284,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65284,PO2233131733,10-4020-000262,29864
65285,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65285,PO4002159016,10-4020-000674,29982
65286,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65286,PO1305125843,10-4020-000319,30020
65287,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65287,PO2349129070,10-4020-000006,29638
65288,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65288,PO6583156870,10-4020-000044,29804
65289,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65289,PO348125907,10-4020-000609,29847
65290,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65290,PO1972142380,10-4020-000190,29939
65291,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65291,PO725188489,10-4020-000291,29535
65292,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65292,PO4321136778,10-4020-000104,29676
65293,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65293,PO174134614,10-4020-000277,29781
65294,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65294,PO2610121424,10-4020-000489,29758
65295,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65295,PO377114330,10-4020-000633,29839
65296,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65296,PO58169168,10-4020-000595,30031
65297,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65297,PO1015113846,10-4020-000122,30066
65298,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65298,PO319112809,10-4020-000116,30068
65299,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65299,PO3770146082,10-4020-000151,29584
65300,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65300,PO3886120748,10-4020-000165,29574
65301,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65301,PO4437138537,10-4020-000039,29962
65302,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65302,PO4408195941,10-4020-000143,29581
65303,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65303,PO5539133147,10-4020-000061,29929
65304,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65304,PO5336142643,10-4020-000113,30069
65305,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65305,PO5481143425,10-4020-000014,29812
65306,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65306,PO5597142402,10-4020-000075,29702
65307,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65307,PO5510180917,10-4020-000005,29815
65308,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65308,PO6322116741,10-4020-000503,29498
65309,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65309,PO6902173230,10-4020-000543,30008
65310,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65310,PO6786169596,10-4020-000003,29637
65311,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65311,PO7047142102,10-4020-000544,29492
65312,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65312,PO6815121334,10-4020-000109,30071
65313,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65313,PO6931182381,10-4020-000400,29854
65314,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65314,PO7018113317,10-4020-000695,29635
65315,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65315,PO6757194680,10-4020-000021,29956
65316,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65316,PO7163129258,10-4020-000470,30080
65317,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65317,PO8091184398,10-4020-000069,29700
65318,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65318,PO8062128082,10-4020-000033,29960
65319,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65319,PO8671197482,10-4020-000502,30050
65320,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65320,PO8961169115,10-4020-000466,29741
65321,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65321,PO9019186609,10-4020-000576,29487
65322,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65322,PO8903163985,10-4020-000235,29873
65323,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65323,PO9193162965,10-4020-000616,30038
65324,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65324,,10-4030-025658,25658
65325,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65325,,10-4030-024709,24709
65326,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65326,,10-4030-022452,22452
65327,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65327,,10-4030-022427,22427
65328,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65328,,10-4030-022502,22502
65329,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65329,,10-4030-017225,17225
65330,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65330,,10-4030-012548,12548
65331,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65331,,10-4030-023563,23563
65332,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65332,,10-4030-024473,24473
65333,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65333,,10-4030-022002,22002
65334,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65334,,10-4030-029320,29320
65335,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65335,,10-4030-013628,13628
65336,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65336,,10-4030-016674,16674
65337,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65337,,10-4030-018160,18160
65338,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65338,,10-4030-022647,22647
65339,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65339,,10-4030-022504,22504
65340,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65340,,10-4030-027039,27039
65341,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65341,,10-4030-016213,16213
65342,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65342,,10-4030-013707,13707
65343,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65343,,10-4030-027457,27457
65344,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65344,,10-4030-015402,15402
65345,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65345,,10-4030-026244,26244
65346,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65346,,10-4030-024416,24416
65347,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65347,,10-4030-024642,24642
65348,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65348,,10-4030-015008,15008
65349,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65349,,10-4030-021786,21786
65350,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65350,,10-4030-018402,18402
65351,2014-01-29 00:00:00,2014-02-10 00:00:00,SO65351,,10-4030-013491,13491
